Name,Region,Metres,Grid Ref,Drop,Feature,Country,Streetmap/OSiViewer,Geograph,Latitude,Longitude
Oxenton Hill,Central and Eastern England,223,SO973314,126,trig point: OS measurement,E,"http://www.streetmap.co.uk/newmap.srf?x=397324&y=231443&z=3&sv=397324,231443&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SO9732431443,51.981446,-2.040359
Sheepwalks Hill,Central and Eastern England,207,SO808849,123,high point on the ridge about 20m from fence,E,"http://www.streetmap.co.uk/newmap.srf?x=380825&y=284942&z=3&sv=380825,284942&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SO8082584942,52.462098,-2.283651
Bathford Hill,Central and Eastern England,205,ST795661,101,,E,"http://www.streetmap.co.uk/newmap.srf?x=379500&y=166100&z=3&sv=379500,166100&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/ST7950066100,51.39356,-2.296026
Muswell Hill,Central and Eastern England,198,SP641153,126,ground 7m NW of trig point,E,"http://www.streetmap.co.uk/newmap.srf?x=464126&y=215303&z=3&sv=464126,215303&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SP6412615303,51.832677,-1.070776
Shotover Hill,Central and Eastern England,171,SP563062,107,no feature: ground in field N of road,E,"http://www.streetmap.co.uk/newmap.srf?x=456357&y=206252&z=3&sv=456357,206252&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SP5635706252,51.752142,-1.184979
Churchdown Hill [Chosen Hill] [Tinker's Hill],Central and Eastern England,155,SO880188,102,,E,"http://www.streetmap.co.uk/newmap.srf?x=388000&y=218800&z=3&sv=388000,218800&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SO8800018800,51.867652,-2.175681
Rippon Tor,Cornwall & Devon,473,SX746755,115,slab of rock 4m ENE of trig point,E,"http://www.streetmap.co.uk/newmap.srf?x=274662&y=75575&z=3&sv=274662,75575&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SX7466275575,50.566431,-3.77115
Easdon Tor,Cornwall & Devon,439,SX729823,123,rock flake 2m E of trig point,E,"http://www.streetmap.co.uk/newmap.srf?x=272948&y=82310&z=3&sv=272948,82310&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SX7294882310,50.626599,-3.797645
Kilmar Tor,Cornwall & Devon,396,SX252748,118,rock tor 50m SW of trig point,E,"http://www.streetmap.co.uk/newmap.srf?x=225251&y=74881&z=3&sv=225251,74881&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SX2525174881,50.547502,-4.467931
Brent Tor,Cornwall & Devon,334,SX470804,130,grassy mound beside rear church door,E,"http://www.streetmap.co.uk/newmap.srf?x=247068&y=80398&z=3&sv=247068,80398&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SX4706880398,50.603199,-4.162502
Three Gates Hill,Cornwall & Devon,286,SS981192,123,ground 15m from S hedge in field behind mast,E,"http://www.streetmap.co.uk/newmap.srf?x=298120&y=119192&z=3&sv=298120,119192&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SS9812019192,50.963109,-3.452144
Fursdon Hill,Cornwall & Devon,254,SS924050,112,,E,"http://www.streetmap.co.uk/newmap.srf?x=292400&y=105000&z=3&sv=292400,105000&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SS9240005000,50.834489,-3.529373
Colleywell Hill,Cornwall & Devon,253,SX921809,130,,E,"http://www.streetmap.co.uk/newmap.srf?x=292100&y=80900&z=3&sv=292100,80900&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SX9210080900,50.617784,-3.526572
Waddles Down,Cornwall & Devon,248,SX865946,113,ground 15m W of trig point behind BT mast compound,E,"http://www.streetmap.co.uk/newmap.srf?x=286543&y=94695&z=3&sv=286543,94695&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SX8654394695,50.740738,-3.609324
Bingwell Hill,Cornwall & Devon,237,SS967110,110,,E,"http://www.streetmap.co.uk/newmap.srf?x=296700&y=111000&z=3&sv=296700,111000&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SS9670011000,50.889212,-3.470028
Bulverton Hill,Cornwall & Devon,212,SY106893,115,,E,"http://www.streetmap.co.uk/newmap.srf?x=310600&y=89300&z=3&sv=310600,89300&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SY1060089300,50.696439,-3.267173
Bin Down,Cornwall & Devon,203,SX276578,101,tall man made mound,E,"http://www.streetmap.co.uk/newmap.srf?x=227645&y=57831&z=3&sv=227645,57831&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SX2764557831,50.395016,-4.426314
Beacon Hill,Cornwall & Devon,196,SX857620,123,no feature,E,"http://www.streetmap.co.uk/newmap.srf?x=285788&y=62023&z=3&sv=285788,62023&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SX8578862023,50.446886,-3.609968
Tregonning Hill,Cornwall & Devon,194,SW599300,102,trig point,E,"http://www.streetmap.co.uk/newmap.srf?x=159923&y=30041&z=3&sv=159923,30041&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SW5992330041,50.121773,-5.360022
Woodbury Common,Cornwall & Devon,183,SY032874,102,no feature: ground on earthworks,E,"http://www.streetmap.co.uk/newmap.srf?x=303229&y=87479&z=3&sv=303229,87479&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SY0322987479,50.678888,-3.371025
Great Hill,Cornwall & Devon,180,SX912679,128,trig point: OS measurement,E,"http://www.streetmap.co.uk/newmap.srf?x=291204&y=67967&z=3&sv=291204,67967&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SX9120467967,50.501353,-3.535446
Slappers Hill,Cornwall & Devon,179,SX894531,122,trig point: OS measurement,E,"http://www.streetmap.co.uk/newmap.srf?x=289469&y=53185&z=3&sv=289469,53185&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SX8946953185,50.368138,-3.55554
White Down,Cornwall & Devon,167,ST007015,116,,E,"http://www.streetmap.co.uk/newmap.srf?x=300700&y=101500&z=3&sv=300700,101500&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/ST0070001500,50.804509,-3.410598
Stoke Hill,Cornwall & Devon,161,SX937953,125,,E,"http://www.streetmap.co.uk/newmap.srf?x=293700&y=95300&z=3&sv=293700,95300&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SX9370095300,50.74753,-3.508109
Lype Hill,South Central England,423,SS950371,139,no feature: 2m E of trig point on mound in fenced off compound,E,"http://www.streetmap.co.uk/newmap.srf?x=295035&y=137111&z=3&sv=295035,137111&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SS9503537111,51.123634,-3.501258
Monkham Hill [Withycombe Common],South Central England,382,SS987393,125,no feature: ground 100m SE of trig point,E,"http://www.streetmap.co.uk/newmap.srf?x=298716&y=139363&z=3&sv=298716,139363&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SS9871639363,51.144541,-3.44931
Telegraph Hill,South Central England,267,ST644050,121,no feature,E,"http://www.streetmap.co.uk/newmap.srf?x=364443&y=105024&z=3&sv=364443,105024&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/ST6444305024,50.843631,-2.506392
Lyscombe Hill,South Central England,262,ST738027,100,ground 25m SSW of wooden telegraph post,E,"http://www.streetmap.co.uk/newmap.srf?x=373831&y=102764&z=3&sv=373831,102764&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/ST7383102764,50.823811,-2.372891
Lambert's Castle Hill,South Central England,258,SY371989,121,no feature 210m NE of trig point,E,"http://www.streetmap.co.uk/newmap.srf?x=337166&y=98998&z=3&sv=337166,98998&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SY3716698998,50.787124,-2.892745
Eggardon Hill,South Central England,252,SY547942,115,,E,"http://www.streetmap.co.uk/newmap.srf?x=354700&y=94200&z=3&sv=354700,94200&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SY5470094200,50.745617,-2.643423
St Rayn's Hill,South Central England,238,ST399098,116,trig point,E,"http://www.streetmap.co.uk/newmap.srf?x=339961&y=109814&z=3&sv=339961,109814&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/ST3996109814,50.884674,-2.854874
White Horse Hill,South Central England,230,ST901511,108,trig point: OS measurement,E,"http://www.streetmap.co.uk/newmap.srf?x=390112&y=151135&z=3&sv=390112,151135&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/ST9011251135,51.259288,-2.143079
Wavering Down,South Central England,211,ST407559,132,trig point,E,"http://www.streetmap.co.uk/newmap.srf?x=340700&y=155901&z=3&sv=340700,155901&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/ST4070055901,51.299124,-2.85195
Ridgeway Hill,South Central England,199,SY914817,108,no feature: ground in field 10m S of fence,E,"http://www.streetmap.co.uk/newmap.srf?x=391401&y=81771&z=3&sv=391401,81771&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SY9140181771,50.635555,-2.12295
The Beacon,South Central England,196,ST632234,110,no feature 3m W of trig point,E,"http://www.streetmap.co.uk/newmap.srf?x=363285&y=123414&z=3&sv=363285,123414&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/ST6328523414,51.008924,-2.524695
Hambledon Hill,South Central England,192,ST845125,131,tumulus,E,"http://www.streetmap.co.uk/newmap.srf?x=384526&y=112553&z=3&sv=384526,112553&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/ST8452612553,50.912225,-2.221469
Failand Hill,South Central England,164,ST510721,116,raised area in private garden 30m S of house,E,"http://www.streetmap.co.uk/newmap.srf?x=351004&y=172169&z=3&sv=351004,172169&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/ST5100472169,51.446374,-2.706414
The Verne,South Central England,147,SY691738,140,concrete-topped grassy hump,E,"http://www.streetmap.co.uk/newmap.srf?x=369155&y=73863&z=3&sv=369155,73863&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SY6915573863,50.563683,-2.436856
Brent Knoll,South Central England,139,ST340509,133,stone engraved memorial,E,"http://www.streetmap.co.uk/newmap.srf?x=334078&y=150917&z=3&sv=334078,150917&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/ST3407850917,51.253584,-2.945999
Weston Down,South Central England,113,ST447757,100,,E,"http://www.streetmap.co.uk/newmap.srf?x=344700&y=175700&z=3&sv=344700,175700&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/ST4470075700,51.477541,-2.79767
Worlebury Hill,South Central England,109,ST323626,104,,E,"http://www.streetmap.co.uk/newmap.srf?x=332300&y=162600&z=3&sv=332300,162600&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/ST3230062600,51.358416,-2.97369
Gibbet Hill,South-East England & the Isle of Wight,272,SU899359,125,trig point: OS measurement,E,"http://www.streetmap.co.uk/newmap.srf?x=489985&y=135910&z=3&sv=489985,135910&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SU8998535910,51.115419,-0.715786
Holmbury Hill,South-East England & the Isle of Wight,261,TQ104429,107,,E,"http://www.streetmap.co.uk/newmap.srf?x=510400&y=142900&z=3&sv=510400,142900&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/TQ1040042900,51.174687,-0.422091
Wheatham Hill,South-East England & the Isle of Wight,249,SU730277,125,,E,"http://www.streetmap.co.uk/newmap.srf?x=473000&y=127700&z=3&sv=473000,127700&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SU7300027700,51.04402,-0.960055
Linch Down,South-East England & the Isle of Wight,248,SU848173,111,trig point,E,"http://www.streetmap.co.uk/newmap.srf?x=484806&y=117373&z=3&sv=484806,117373&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SU8480617373,50.949553,-0.794093
Toy's Hill,South-East England & the Isle of Wight,248,TQ469520,117,,E,"http://www.streetmap.co.uk/newmap.srf?x=546900&y=152000&z=3&sv=546900,152000&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/TQ4690052000,51.248257,0.103435
St Catherine's Hill,South-East England & the Isle of Wight,239,SZ493772,127,tumulus 35m S of trig point,E,"http://www.streetmap.co.uk/newmap.srf?x=449388&y=77266&z=3&sv=449388,77266&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SZ4938877266,50.593025,-1.303619
Reigate Hill,South-East England & the Isle of Wight,235,TQ255521,102,,E,"http://www.streetmap.co.uk/newmap.srf?x=525500&y=152100&z=3&sv=525500,152100&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/TQ2550052100,51.254263,-0.202976
Wrotham Hill,South-East England & the Isle of Wight,235,TQ593600,129,trig point,E,"http://www.streetmap.co.uk/newmap.srf?x=559323&y=160005&z=3&sv=559323,160005&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/TQ5932360005,51.316845,0.284856
Dunley Hill,South-East England & the Isle of Wight,227,TQ104490,105,,E,"http://www.streetmap.co.uk/newmap.srf?x=510400&y=149000&z=3&sv=510400,149000&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/TQ1040049000,51.229518,-0.420218
Devil's Dyke,South-East England & the Isle of Wight,217,TQ257108,114,trig point: OS measurement,E,"http://www.streetmap.co.uk/newmap.srf?x=525737&y=110841&z=3&sv=525737,110841&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/TQ2573710841,50.883384,-0.213908
Kithurst Hill,South-East England & the Isle of Wight,213,TQ081125,111,trig point: OS measurement,E,"http://www.streetmap.co.uk/newmap.srf?x=508153&y=112520&z=3&sv=508153,112520&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/TQ0815312520,50.902025,-0.463281
Telegraph Hill,South-East England & the Isle of Wight,207,SU871264,130,,E,"http://www.streetmap.co.uk/newmap.srf?x=487100&y=126400&z=3&sv=487100,126400&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SU8710026400,51.03037,-0.759282
Willingdon Hill,South-East England & the Isle of Wight,201,TQ577009,110,tumulus 20m N of trig point,E,"http://www.streetmap.co.uk/newmap.srf?x=557702&y=100958&z=3&sv=557702,100958&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/TQ5770200958,50.786743,0.235907
Newmarket Hill,South-East England & the Isle of Wight,200,TQ362067,107,,E,"http://www.streetmap.co.uk/newmap.srf?x=536200&y=106700&z=3&sv=536200,106700&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/TQ3620006700,50.843796,-0.0668
North's Seat,South-East England & the Isle of Wight,175,TQ843119,109,trig point: OS measurement,E,"http://www.streetmap.co.uk/newmap.srf?x=584340&y=111923&z=3&sv=584340,111923&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/TQ8434011923,50.877394,0.618937
Bedham Hill,South-East England & the Isle of Wight,155,TQ014221,122,,E,"http://www.streetmap.co.uk/newmap.srf?x=501400&y=122100&z=3&sv=501400,122100&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/TQ0140022100,50.989373,-0.556621
Ashley Hill,South-East England & the Isle of Wight,145,SU823810,104,,E,"http://www.streetmap.co.uk/newmap.srf?x=482300&y=181000&z=3&sv=482300,181000&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SU8230081000,51.521933,-0.815159
Arreton Down,South-East England & the Isle of Wight,135,SZ547872,108,trig point,E,"http://www.streetmap.co.uk/newmap.srf?x=454734&y=87219&z=3&sv=454734,87219&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SZ5473487219,50.682048,-1.226631
Bembridge Down,South-East England & the Isle of Wight,104,SZ625860,101,no feature: ground by security fence on SE side of fort,E,"http://www.streetmap.co.uk/newmap.srf?x=462503&y=86025&z=3&sv=462503,86025&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SZ6250386025,50.67053,-1.116878
Merrick - Kirriereoch Hill (boundary),Carrick and Galloway,782,NX419871,0,,S,"http://www.streetmap.co.uk/newmap.srf?x=241900&y=587100&z=3&sv=241900,587100&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NX4190087100,55.152915,-4.482693
Meikle Says Law (boundary),Firth of Forth to the River Tweed,532,NT581616,0,,S,"http://www.streetmap.co.uk/newmap.srf?x=358100&y=661600&z=3&sv=358100,661600&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/NT5810061600,55.845777,-2.67072
Great Chishill,Central and Eastern England,146,TL427386,8,no feature: near covered reservoir,E,"http://www.streetmap.co.uk/newmap.srf?x=542730&y=238620&z=3&sv=542730,238620&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/TL4273038620,52.027645,0.079029
Haddenham village,Central and Eastern England,39,TL467752,37,mound on recreation ground,E,"http://www.streetmap.co.uk/newmap.srf?x=546711&y=275208&z=3&sv=546711,275208&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/TL4671175208,52.355325,0.152826
Fan Foel,Llandovery to Monmouth,781,SN821223,4,protruding rock in centre of circle of stones,W,"http://www.streetmap.co.uk/newmap.srf?x=282145&y=222342&z=3&sv=282145,222342&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SN8214522342,51.887145,-3.713858
Hampstead Heath,Central and Eastern England,134,TQ264867,48,,E,"http://www.streetmap.co.uk/newmap.srf?x=526400&y=186700&z=3&sv=526400,186700&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/TQ2640086700,51.565021,-0.177766
Chrishall Common,Central and Eastern England,147,TL443362,15,no feature: 10m from field corner where path emerges from woods,E,"http://www.streetmap.co.uk/newmap.srf?x=544304&y=236196&z=3&sv=544304,236196&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/TL4430436196,52.005459,0.100934
Pilot Hill,South-East England & the Isle of Wight,286,SU398601,45,trig point,E,"http://www.streetmap.co.uk/newmap.srf?x=439873&y=160105&z=3&sv=439873,160105&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SU3987360105,51.338642,-1.428964
Pavis Wood,Central and Eastern England,244,SP914091,0,no feature: near road bend,E,"http://www.streetmap.co.uk/newmap.srf?x=491432&y=209141&z=3&sv=491432,209141&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SP9143209141,51.77349,-0.676218
Boring Field,Central and Eastern England,80,TL049712,0,remains of a railway embankment,E,"http://www.streetmap.co.uk/newmap.srf?x=504930&y=271261&z=3&sv=504930,271261&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/TL0493071261,52.329435,-0.461608
Betsoms Hill,South-East England & the Isle of Wight,251,TQ435563,15,no feature: near house,E,"http://www.streetmap.co.uk/newmap.srf?x=543555&y=156326&z=3&sv=543555,156326&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/TQ4355556326,51.287979,0.057274
Pinchbeck Marsh,The River Tees to The Wash,8,TF278286,5,little mound,E,"http://www.streetmap.co.uk/newmap.srf?x=527871&y=328599&z=3&sv=527871,328599&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/TF2787128599,52.839753,-0.103028
Viking Way,The River Tees to The Wash,151,SK889236,0,E edge of tarmac road 40m S of crossroads,E,"http://www.streetmap.co.uk/newmap.srf?x=488964&y=323671&z=3&sv=488964,323671&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SK8896423671,52.803287,-0.681799
Bushey Heath,Central and Eastern England,153,TQ152937,80,,E,"http://www.streetmap.co.uk/newmap.srf?x=515200&y=193700&z=3&sv=515200,193700&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/TQ1520093700,51.630332,-0.336979
Beacon Hill,Central and Eastern England,105,TG183414,79,flagpole in centre of ring,E,"http://www.streetmap.co.uk/newmap.srf?x=618357&y=341428&z=3&sv=618357,341428&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/TG1835741428,52.925866,1.247085
Racecourse Road,Central and Eastern England,81,TF035041,0,no feature: on boundary on lane near A1,E,"http://www.streetmap.co.uk/newmap.srf?x=503531&y=304164&z=3&sv=503531,304164&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/TF0353104164,52.62539,-0.471933
Newtonwood Lane,The River Tees to The Wash,205,SK456606,0,no feature: 150m NNW of lane where covered reservoir fence meets hedge,E,"http://www.streetmap.co.uk/newmap.srf?x=445618&y=360642&z=3&sv=445618,360642&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SK4561860642,53.141002,-1.319499
Cold Overton Park,Central and Eastern England,197,SK827085,11,trig point,E,"http://www.streetmap.co.uk/newmap.srf?x=482708&y=308527&z=3&sv=482708,308527&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SK8270808527,52.668172,-0.778371
Cheeks Hill,"Lancashire, Cheshire & the Southern Pennines",520,SK026699,3,most northerly end of wall by sheep pen,E,"http://www.streetmap.co.uk/newmap.srf?x=402609&y=369903&z=3&sv=402609,369903&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/SK0260969903,53.226179,-1.96237
Wattisham Airfield,Central and Eastern England,91,TM023501,1,,E,"http://www.streetmap.co.uk/newmap.srf?x=602300&y=250100&z=3&sv=602300,250100&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/TM0230050100,52.11222,0.953051
Great Wood,Central and Eastern England,128,TL786558,37,trig point: OS measurement,E,"http://www.streetmap.co.uk/newmap.srf?x=578691&y=255857&z=3&sv=578691,255857&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/TL7869155857,52.172049,0.611692
Niver Hill,South Central England,264,ST565538,0,corner of field,E,"http://www.streetmap.co.uk/newmap.srf?x=356513&y=153888&z=3&sv=356513,153888&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/gridref/ST5651353888,51.282454,-2.624906
